Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
perception	possession	do	not	_	_	_	_	Target_Child	oh I do n't have fillings	31
perception	existence	it	not	_	_	_	_	Target_Child	cause it not look like that	37
perception	existence	room	no	_	_	_	_	Target_Child	yeah cause there no room there	37
perception	possession	do	not	_	_	_	_	Mother	cause they do n't have a bed in the dining room	37
perception	existence	horse	not	_	_	_	_	Mother	not the rocking horse a rocking chair and the bed	37
perception	existence	girl	not	_	_	_	_	Target_Child	that little girl not sitting	37
perception	existence	she	not	_	_	_	_	Mother	she not sitting	37
perception	existence	this	not	_	_	_	_	Target_Child	this not auntie this the mummy	37
perception	existence	house	no	_	_	_	_	Target_Child	that that no not her tree house	37
perception	existence	house	not	_	_	_	_	Target_Child	that that no not her tree house	37
perception	existence	that	no	_	_	_	_	Target_Child	no that	37
perception	existence	adult	not	_	_	_	_	Target_Child	why adults not helping me	37
perception	existence	one	no	_	_	_	_	Target_Child	why no one helping me	37
perception	existence	one	no	_	_	_	_	Target_Child	no one little	37
perception	existence	adult	not	_	_	_	_	Target_Child	why other adult not coming	37
perception	existence	farm	no	_	_	_	_	Target_Child	no there not from farms	37
perception	existence	tip	no	_	_	_	_	Target_Child	no tip this in	37
perception	existence	tea	no	_	_	_	_	Target_Child	no it not the cup of tea	37
perception	existence	it	not	_	_	_	_	Target_Child	no it not the cup of tea	37
perception	existence	door	no	_	_	_	_	Target_Child	no this not the doors	37
perception	existence	this	no	_	_	_	_	Target_Child	no this	37
perception	existence	me	not	_	_	_	_	Target_Child	no me not going the park	37
perception	existence	ear	no	_	_	_	_	Target_Child	no a play ear	37
perception	existence	it	not	_	_	_	_	Mother	it 's nicely wrapped is n't it	32
perception	existence	letter	no	_	_	_	_	Target_Child	no more letters now	32
perception	existence	letter	no	_	_	_	_	Target_Child	no more letters now	32
perception	existence	letter	no	_	_	_	_	Mother	no more letters now	32
perception	existence	letter	no	_	_	_	_	Mother	no more letters now	32
perception	existence	bike	no	_	_	_	_	Target_Child	no bike	32
perception	existence	bike	no	_	_	_	_	Target_Child	no bike	32
perception	existence	bike	not	_	_	_	_	Target_Child	not your bike	32
perception	existence	bike	not	_	_	_	_	Target_Child	not your bike	32
perception	existence	bike	not	_	_	_	_	Target_Child	not a bike has gone	32
perception	existence	door	not	_	_	_	_	Mother	Thomas that 's the front door not the fire engine door	32
perception	possession	do	not	_	_	_	_	Mother	you do n't have forty one days in any month Thomas	32
perception	existence	letter	no	_	_	_	_	Target_Child	no letters for Purdie	32
perception	existence	slipper	not	_	_	_	_	Mother	they 're red slippers not red Wellingtons	32
perception	existence	it	no	_	_	_	_	Target_Child	no like it	32
perception	existence	Thomas	no	_	_	_	_	Mother	no Thomas	32
perception	existence	you	not	_	_	_	_	Mother	you 're just letting me pop it in your mouth are n't you	32
perception	existence	you	not	_	_	_	_	Mother	you were dancing at the party today as well were n't you	32
perception	existence	way	no	_	_	_	_	Target_Child	no my way	32
perception	existence	rubbish	no	_	_	_	_	Target_Child	no rubbish	32
perception	existence	you	not	_	_	_	_	Mother	you were doing this yesterday were n't you	32
perception	existence	apron	no	_	_	_	_	Target_Child	no apron	32
perception	existence	fireman	not	_	_	_	_	Target_Child	not a fireman	32
perception	existence	grip	no	_	_	_	_	Target_Child	no a grips	32
perception	existence	present	no	_	_	_	_	Target_Child	no present you	32
perception	existence	present	no	_	_	_	_	Father	no present for me	32
perception	existence	Thomas	no	_	_	_	_	Mother	no Thomas	32
perception	existence	Thomas	no	_	_	_	_	Mother	no Thomas	32
perception	existence	candle	no	_	_	_	_	Target_Child	no candles on	32
perception	existence	Purdie	not	_	_	_	_	Target_Child	not Purdie eat the cake	32
perception	existence	you	not	_	_	_	_	Mother	do you not like that	32
perception	existence	hold	no	_	_	_	_	Mother	no hold Mummy's hand	32
perception	existence	chicken	no	_	_	_	_	Mother	no chicken today	36
perception	possession	can	not	_	_	_	_	Mother	you ca n't have any	36
perception	existence	chili	no	_	_	_	_	Mother	there 's no chilis in it	36
perception	possession	can	not	_	_	_	_	Mother	he ca n't have all of those	36
perception	existence	Penguin	not	_	_	_	_	Mother	a funny Penguin is n't he	36
perception	existence	Penguin	no	_	_	_	_	Mother	no Penguin	36
perception	possession	be	not	_	_	_	_	Mother	so you 're not having an icecream now	36
perception	existence	more	no	_	_	_	_	Mother	no more	36
perception	possession	do	not	_	_	_	_	Mother	we do n't have secrets	36
perception	existence	muesli	not	_	_	_	_	Target_Child	not muesli Teddy	36
perception	existence	you	not	_	_	_	_	Target_Child	you not broke it	36
perception	existence	she	not	_	_	_	_	Target_Child	she not a	36
perception	possession	do	not	_	_	_	_	Target_Child	did n't haf ta work	36
perception	existence	place	no	_	_	_	_	Target_Child	no place to sit with	36
perception	existence	me	not	_	_	_	_	Mother	he wants you to tell im not me	63
perception	existence	string	no	_	_	_	_	Target_Child	no string	28
perception	existence	here	no	_	_	_	_	Father	no over here	28
perception	existence	chimney	no	_	_	_	_	Father	no chimney	28
perception	existence	penny	not	_	_	_	_	Father	not a penny	28
perception	existence	penny	no	_	_	_	_	Father	I do n't see no pennies	28
perception	existence	penny	no	_	_	_	_	Father	I do n't see no pennies	28
perception	possession	do	not	_	_	_	_	Mother	oh no you do n't haf ta pin it	28
perception	existence	lamp	not	_	_	_	_	Mother	is the street lamp not working	33
perception	existence	he	not	_	_	_	_	Mother	is he not checking the street lamp	33
perception	existence	noise	no	_	_	_	_	Target_Child	no noise	33
perception	existence	Thomas	not	_	_	_	_	Mother	not Thomas pretending to be Purdie	33
perception	existence	Thomas	no	_	_	_	_	Mother	no Thomas	33
perception	possession	be	not	_	_	_	_	Mother	Thomas I 'm not having a lot of success because your writing pad has gone	33
perception	existence	rubbish	no	_	_	_	_	Target_Child	no rubbish bags	33
perception	existence	rubbish	no	_	_	_	_	Mother	no rubbish bags are there	33
perception	existence	train	no	_	_	_	_	Target_Child	no trains	33
perception	existence	work	no	_	_	_	_	Target_Child	no work	33
perception	existence	work	no	_	_	_	_	Target_Child	that one no work	33
perception	existence	it	not	_	_	_	_	Mother	it 's spos ta go underneath the stairs is n't it	33
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have that	27
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have one of those I do n't have	27
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have one of those I do n't have	27
perception	possession	do	not	_	_	_	_	Target_Child	I do n't have any of those or that	27
perception	existence	nothing	no	_	_	_	_	Target_Child	no nothing	27
perception	possession	do	not	_	_	_	_	Mother	sometimes stores do n't have them	27
perception	existence	top	no	_	_	_	_	Target_Child	with no top I 'll put milk inside	27
perception	existence	inside	no	_	_	_	_	Target_Child	no tea inside take this and then tea	27
perception	existence	honey	no	_	_	_	_	Target_Child	there 's no honey in coffee	27
perception	existence	word	no	_	_	_	_	Mother	there 's no words in this one	27
perception	existence	you	no	_	_	_	_	Target_Child	no you do n't	29
perception	existence	one	no	_	_	_	_	Target_Child	no one knows	29
perception	existence	we	no	_	_	_	_	Mother	no we do n't no we do n't no we do n't do n't do n't	29
perception	existence	we	no	_	_	_	_	Mother	no we do n't no we do n't no we do n't do n't do n't	29
perception	existence	we	no	_	_	_	_	Target_Child	no we do n't no we do n't no we	29
perception	possession	do	not	_	_	_	_	Mother	we do n't have a dog mhm	29
perception	existence	box	no	_	_	_	_	Mother	maybe there is no B box	29
perception	possession	can	not	_	_	_	_	Mother	we ca n't have a naked noodle walkin around	29
perception	possession	do	not	_	_	_	_	Mother	no does n't have a caboose it was a passenger diesel passenger engine	29
perception	possession	do	not	_	_	_	_	Mother	that 's hard to do cause he does n't have eyes in the back of his	29
perception	possession	do	not	_	_	_	_	Mother	just like you do n't have eyes in the back of your	29
perception	existence	train	no	_	_	_	_	Target_Child	no train	29
perception	existence	everybody	not	_	_	_	_	Mother	not everybody likes cheese Dominic	23
perception	possession	be	not	_	_	_	_	Mother	you 're not having any Ribena	23
perception	existence	Dominic	no	_	_	_	_	Mother	no Dominic	23
perception	existence	pillow	not	_	_	_	_	Mother	not pillow case	23
perception	existence	we	not	_	_	_	_	Mother	shall we put another animal on or are we not allowed to do that either	23
perception	existence	drive	no	_	_	_	_	Mother	a train with no driver	23
perception	possession	can	not	_	_	_	_	Mother	if we ca n't have that	23
perception	existence	Gordon	not	_	_	_	_	Target_Child	not Gordon	23
perception	existence	Gordon	not	_	_	_	_	Target_Child	not Gordon	23
perception	existence	way	no	_	_	_	_	Target_Child	no way	23
perception	existence	that	no	_	_	_	_	Target_Child	no that	23
perception	existence	glue	no	_	_	_	_	Target_Child	no glue	23
perception	existence	Gordon	not	_	_	_	_	Target_Child	not Gordon	23
perception	existence	Gordon	not	_	_	_	_	Target_Child	not Gordon	23
perception	existence	Gordon	not	_	_	_	_	Target_Child	not Gordon	23
perception	existence	it	not	_	_	_	_	Mother	it was just mixing was n't it	27
perception	existence	Nin_Nin	no	_	_	_	_	Target_Child	no more Nin_Nin	27
perception	existence	Nin_Nin	no	_	_	_	_	Target_Child	no more Nin_Nin	27
perception	existence	bus	no	_	_	_	_	Target_Child	no big bus	27
perception	existence	car	no	_	_	_	_	Mother	and there are no cars coming	27
perception	existence	box	no	_	_	_	_	Target_Child	no box	27
perception	existence	use	no	_	_	_	_	Mother	there 's no use struggling	27
perception	existence	Nin_Nin	no	_	_	_	_	Target_Child	no Nin_Nin	27
perception	existence	Nin_Nin	no	_	_	_	_	Target_Child	no Nin_Nin	27
perception	existence	it	not	_	_	_	_	Mother	and it was going round and round was n't it	27
perception	possession	do	not	_	_	_	_	Mother	so he did n't have very far to go did he	27
perception	existence	wash	no	_	_	_	_	Target_Child	no wash a hands	27
perception	existence	Nin_Nin	no	_	_	_	_	Target_Child	no Nin_Nin	27
perception	existence	wash	no	_	_	_	_	Target_Child	no wash a hands	27
perception	existence	wash	no	_	_	_	_	Target_Child	no wash a hand	27
perception	existence	cream	not	_	_	_	_	Mother	not cream medicine for headaches	27
perception	possession	can	not	_	_	_	_	Mother	you ca n't have this	27
perception	possession	can	not	_	_	_	_	Mother	oh you ca n't have that	27
perception	existence	bang	no	_	_	_	_	Target_Child	no big bang	27
perception	existence	bang	no	_	_	_	_	Mother	no big bang	27
perception	existence	reach	no	_	_	_	_	Target_Child	oh no reach	27
perception	existence	reach	no	_	_	_	_	Mother	no reach	27
perception	existence	reach	no	_	_	_	_	Target_Child	no reach	27
perception	existence	reach	no	_	_	_	_	Mother	no reach	27
perception	existence	they	not	_	_	_	_	Mother	they 're all wearing fancy collars are n't they	27
perception	existence	it	not	_	_	_	_	Mother	I think it 's the inside of the house is n't it	27
perception	existence	more	no	_	_	_	_	Target_Child	no more	27
perception	existence	more	no	_	_	_	_	Target_Child	no more	27
perception	existence	more	no	_	_	_	_	Mother	no more	27
perception	existence	monkey	no	_	_	_	_	Mother	no more monkeys jumping on the bed	27
perception	existence	monkey	no	_	_	_	_	Mother	no more monkeys jumping on the bed	27
perception	existence	mind	not	_	_	_	_	Mother	do you mind not looking down my tshirt	27
perception	existence	piece	no	_	_	_	_	Mother	no more two pieces	27
perception	existence	more	no	_	_	_	_	Target_Child	no more	27
perception	existence	more	no	_	_	_	_	Target_Child	no more	27
perception	possession	do	not	_	_	_	_	Target_Child	I do n't haf ta eat it	28
perception	existence	monster	no	_	_	_	_	Target_Child	no cause monsters out there	28
perception	possession	do	not	_	_	_	_	Target_Child	how_come I do n't have glass	28
perception	possession	do	not	_	_	_	_	Mother	you did n't have any crisps at auntie's	27
perception	existence	Henry	not	_	_	_	_	Target_Child	Henry not sofa	27
perception	existence	Aunty	not	_	_	_	_	Mother	Aunty not listening	27
perception	existence	Dominic	not	_	_	_	_	Mother	Dominic not listening	27
perception	possession	be	not	_	_	_	_	Mother	you 're not having any chips	27
perception	possession	do	not	_	_	_	_	Mother	you did n't have fish last night	27
perception	possession	do	not	_	_	_	_	Mother	you did n't have any crisps	27
perception	possession	do	not	_	_	_	_	Target_Child	you do n't have it	27
perception	possession	do	not	_	_	_	_	Target_Child	do n't have car	27
perception	possession	do	not	_	_	_	_	Target_Child	do n't have	27
perception	possession	do	not	_	_	_	_	Target_Child	do n't have car	27
perception	possession	do	not	_	_	_	_	Target_Child	do n't have that	27
perception	existence	way	not	_	_	_	_	Target_Child	not in way	27
perception	existence	hoover	no	_	_	_	_	Target_Child	no hoover	27
perception	possession	will	not	_	_	_	_	Mother	then you will n't haf ta lean on it	27
perception	existence	wake	no	_	_	_	_	Target_Child	no wake up	27
perception	existence	that	not	_	_	_	_	Target_Child	not that	27
perception	possession	yours	not	_	_	_	_	Target_Child	not yours	27
perception	existence	money	not	_	_	_	_	Target_Child	not your holiday money	27
perception	possession	have	not	_	_	_	_	Target_Child	not have it	27
perception	existence	wee	no	_	_	_	_	Target_Child	no wee_wee	27
perception	existence	horse	not	_	_	_	_	Target_Child	not horse on there	27
perception	existence	knock	no	_	_	_	_	Target_Child	no knock it over	27
perception	possession	will	not	_	_	_	_	Mother	I will n't haf ta because it 's going to fall down soon anyway	27
